question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"Immediately before the man starts aiming the bow in the desert, how is his raised arm positioned?",138,16,0.4375,0.4961,7,0,9,0.9375,0.24609,0.4961,0.0,0.0,0,0
"When the shopper’s smartphone displays details about KIND bars, which snack bar brand is prominently arranged on the shelf they face?",230,16,0.4375,0.4961,7,0,9,0.9375,0.24609,0.4961,0.0,0.0,0,0
"After the referee tends to the boxer wearing blue shorts who was knocked down, what gesture does the boxer in gray shorts make inside the ring?",165,16,0.4375,0.4285,5,4,7,0.9491,0.19795,0.4449,0.0116,0.1429,0,0
"After the person in the yellow shirt finishes filming and steps out of the bathroom, what does the towel-wrapped individual do at the sink?",224,16,0.4375,0.4285,5,4,7,0.9661,0.18939,0.4352,0.0286,0.1053,0,0
"As the camera walks along the quiet residential paths and eventually stops beside bright flowering shrubs, which vehicle is parked next to the plants?",224,16,0.4375,0.4285,5,4,7,0.9544,0.18785,0.4334,0.0169,0.1294,0,0
What indoor activity is depicted between the nighttime aerial view of the illuminated city landmarks and the subsequent outdoor stage performance beneath the grand archway?,230,16,0.4375,0.2997,2,10,4,1.4889,0.14179,0.3766,0.5514,0.7727,0,0
What specific gesture does the bungee jumper perform while preparing on the platform that precedes the later moment when they step forward and jump?,209,16,0.4375,0.2421,1,12,3,1.1962,0.05749,0.2398,0.2587,0.4286,0,0
"After the room briefly darkens and then brightens again while the woman keeps playing guitar, what text appears in the bottom-right corner of the screen?",206,16,0.4062,0.475,6,1,9,1.0171,0.3638,0.6032,0.1108,0.5038,0,0
"After the bull-riding scene introduced by the “Jimmy & Lou” title, what animal do two horseback riders pursue and repeatedly miss with their lassos in the next segment?",135,16,0.4062,0.475,6,1,9,1.4944,0.29976,0.5475,0.5881,0.8841,0,0
"While one person is busy scooping leaves into a large bag, what playful action does the standing partner direct toward the camera?",143,16,0.4062,0.475,6,1,9,1.1475,0.26348,0.5133,0.2412,0.4893,0,0
What does the woman do after the two golf carts stop near the small building and a person leaves the front cart?,233,16,0.4062,0.4038,4,5,7,1.1326,0.26084,0.5107,0.2264,0.4444,0,0
"What repeated visual element frames the entire video, appearing both before the first winter sports scene and again after the final skiing footage?",172,16,0.4062,0.3631,3,7,6,1.7649,0.22104,0.4701,0.8586,1.0,0,0
"After the person slides the blue canister under the table and picks up the keys, which piece of furniture do they attempt to unlock?",137,16,0.4062,0.4408,5,3,8,0.9062,0.19434,0.4408,0.0,0.0,0,0
"What structure appears behind the person aiming a handgun and is revisited, now bearing purple graffiti, immediately before the text labels cyclists as ""annoying""?",199,16,0.4062,0.4038,4,5,7,1.2698,0.18796,0.4335,0.3635,0.7235,0,0
"After the needle has been guided through her navel near the end of the video, what does the practitioner fasten there that was not present when an adhesive strip was first pressed onto her abdomen?",160,16,0.4062,0.4408,5,3,8,0.9385,0.1848,0.4299,0.0322,0.4987,0,0
"After the furniture is coated with Chalky Flat Matt paint but before Annie Sloan Soft Wax is rubbed on, which wood-care product is applied to the surface with a cloth?",225,16,0.4062,0.3631,3,7,6,1.4146,0.16709,0.4088,0.5084,0.7778,0,0
"Right after the man finishes his martial-arts demonstration inside the wooden room, what setting does the video switch to, and how many practitioners are shown there?",140,16,0.4062,0.2633,1,11,4,0.9062,0.06934,0.2633,0.0,0.0,0,0
"During the brief cutaway that interrupts the man’s pool-playing sequence, what specifically titled object is shown resting on a surface?",151,16,0.375,0.4841,6,0,10,1.1426,0.53609,0.7322,0.2676,1.0,0,0
"While the band marches past The National Bar, which roadside vehicle’s reflective surface shows mirrored images of the musicians and onlookers?",187,16,0.375,0.4841,6,0,10,1.1023,0.48825,0.6987,0.2273,0.5758,0,0
Which rider appears performing nighttime tricks right after the video finishes displaying close-ups of components such as the Genesis sealed integrated headset and VLM flangeless grips?,159,16,0.375,0.4841,6,0,10,1.0374,0.44883,0.6699,0.1624,0.6667,0,0
Which exercise mentioned in the opening written workout routine is later shown being performed when several people swing their bodies up and down on wall-mounted bars?,195,16,0.375,0.4841,6,0,10,1.288,0.42833,0.6545,0.4443,0.764,0,0
What number is displayed on the black canoe that is first carried through shallow water and later paddled to catch up with a green canoe downstream?,205,16,0.375,0.4841,6,0,10,1.1077,0.41615,0.6451,0.2327,0.8137,0,0
"After the woman demonstrates a lone croquet swing, what phrase repeatedly appears on the black screen before the scene changes to two people playing together?",173,16,0.375,0.4841,6,0,10,1.0309,0.38351,0.6193,0.1559,0.5,0,0
Which musical instrument does the child play in the middle of the video after earlier imitating singing with a toy microphone and before later trying a toy xylophone?,193,16,0.375,0.4841,6,0,10,1.4208,0.37964,0.6162,0.5458,0.961,0,0
"What two-word phrase is shown as an on-screen text overlay while the instructor talks, before he later demonstrates the move on the purple rail?",190,16,0.375,0.4841,6,0,10,1.365,0.31732,0.5633,0.49,0.8,0,0
Which acrobatic move does the person execute immediately before the scene cuts to multiple dogs running across the open field?,200,16,0.375,0.4841,6,0,10,0.9453,0.2907,0.5392,0.0703,0.5376,0,0
"After the shot fades to darkness while the bearded man stands by the window, what personal grooming service is he receiving the next time he appears?",195,16,0.375,0.4507,5,2,9,1.121,0.27061,0.5202,0.246,0.6545,0,0
"After the earlier sequences of red-vacuum cleaning, what shimmering object does the person later untangle and secure along the windowsill?",164,16,0.375,0.4507,5,2,9,0.9554,0.26891,0.5186,0.0804,0.6423,0,0
"After the men finish gathering around the outdoor pool table, what object do they later throw back and forth while running across the grassy field?",210,16,0.375,0.4841,6,0,10,1.3411,0.25417,0.5042,0.4661,0.6667,0,0
"Counting both the straight-bar dips that follow the regular pull-ups and the parallel-bar dips that follow the wide pull-ups, how many total dip repetitions does the man complete before signaling the end of the first round?",232,16,0.375,0.4841,6,0,10,1.3646,0.25355,0.5035,0.4896,0.5414,0,0
Which utensil does the cook use both to place yellow cheese slices onto the brown sauce layer and later to arrange the flat pasta sheets over the filling?,153,16,0.375,0.4841,6,0,10,0.9171,0.24782,0.4978,0.0421,0.1176,0,0
"After the kneeling diver gives a thumbs-up on the pool floor, what form of direct contact do the two divers share when they later meet near the pool wall?",175,16,0.375,0.4841,6,0,10,1.4336,0.24698,0.497,0.5586,0.85,0,0
"Between the artist's first and subsequent return to tattooing the client's foot, which body part does he tattoo in the intervening session?",143,16,0.375,0.4841,6,0,10,1.0925,0.23566,0.4855,0.2175,0.5806,0,0
"After the men line up in the narrow stone passageway preparing for an activity, which item does a man near the arena barrier receive before later facing the animal in the ring?",187,16,0.375,0.4146,4,4,8,0.9714,0.23462,0.4844,0.1276,0.3,0,0
"After the artist brushes gold wax onto the spoon drawing, which paint color is later used to intensify its shadows while the artist’s wristwatch is visible?",234,16,0.375,0.4841,6,0,10,0.875,0.23438,0.4841,0.0,0.0,0,0
"After the boys move from pouring green liquid into a glass to washing dishes, which color cup does the shirtless boy scrub using a pink sponge?",140,16,0.375,0.4841,6,0,10,0.8795,0.23133,0.481,0.0045,0.0714,0,0
How does the role of the woman wearing a purple top change from the opening scene to the subsequent salon demonstrations?,176,16,0.375,0.4507,5,2,9,1.642,0.22705,0.4765,0.767,0.972,0,0
"While the girls are still fluffing the branches and before any lights are unpacked, which festive item they had been wearing do they place on the top of the Christmas tree?",145,16,0.375,0.4841,6,0,10,1.2,0.22692,0.4764,0.325,0.5,0,0
What task does the person start doing immediately after finishing washing the delicate garment in the kitchen sink?,189,16,0.375,0.4841,6,0,10,0.9514,0.22234,0.4715,0.0764,0.1639,0,0
"As the windsurfer heads toward the sandy beach dotted with palm trees, what unexpected event momentarily plunges the camera underwater?",151,16,0.375,0.4146,4,4,8,0.9034,0.2049,0.4527,0.0284,0.3158,0,0
"For the snowboarder wearing a red jacket, what action does he undertake once the orange-jacketed helper releases his arm after assisting him to stand on the yellow board?",224,16,0.375,0.4146,4,4,8,1.0014,0.2007,0.448,0.1264,0.2963,0,0
Which foot is both the first to receive a sock and later the first to be put into a boot during the sequence?,160,16,0.375,0.4841,6,0,10,1.2899,0.17028,0.4127,0.4149,0.8567,0,0
"After the individual finishes pouring dish soap and scrubbing at the sink, what activity is visible on the stove when the camera pans back?",206,16,0.375,0.2795,1,10,5,1.1235,0.07793,0.2792,0.2485,0.46,0,0
"During the split-screen sequence where the carver peels pieces of template from the pumpkin to reveal the design, which two instruments does the musician play simultaneously?",145,16,0.375,0.2165,0,12,4,0.9284,0.06663,0.2581,0.0534,0.2381,0,0
"After the initial glass-shattering transition introduces the drummer, what exact phrase later appears on-screen while she is still playing?",213,16,0.375,0.2165,0,12,4,0.875,0.04688,0.2165,0.0,0.0,0,0
"After the room has been vacuumed and carpet-cleaned, what long illuminated object does the person later swing near the white box on the floor?",213,16,0.3438,0.4582,5,1,10,1.2363,0.44993,0.6708,0.3925,0.92,0,0
"After the man locks the double-door storage unit inside the ski shop, where is that same cabinet relocated later in the video?",160,16,0.3438,0.4227,4,3,9,1.0578,0.28054,0.5297,0.214,0.7407,0,0
"Immediately after completing the kneeling cable pulls, where does the man place his hands during the static hold he performs next?",159,16,0.3438,0.4227,4,3,9,0.9442,0.26745,0.5172,0.1004,0.336,0,0
Which item does the person repurpose to open the freezer door after having just wiped down the refrigerator exterior with it?,191,16,0.3438,0.4582,5,1,10,1.3853,0.2561,0.5061,0.5415,0.8841,0,0
"After the floating particles spell out a word and then disappear, what scene bathed in warm orange-yellow light is shown next?",178,16,0.3438,0.4227,4,3,9,1.3911,0.24003,0.4899,0.5473,0.9091,0,0
"Following a missed return that leaves the ball lying in the sand, which participant retrieves it and then positions himself to serve again?",202,16,0.3438,0.4582,5,1,10,0.8544,0.22124,0.4704,0.0106,0.1395,0,0
"After the presenter sets aside the cylindrical Social Smoke container he first showcased, how is the next small container packaged when he begins to open it?",186,16,0.3438,0.4582,5,1,10,1.3547,0.21247,0.4609,0.5109,0.8068,0,0
"When the man leaves the living room where the Jenga tower sits on the coffee table and walks into the next room, what exercise equipment does the camera reveal?",155,16,0.3438,0.4227,4,3,9,0.8826,0.20715,0.4551,0.0389,0.294,0,0
"How do the athlete's two consecutive tries at the 5'9"" high-jump bar differ in outcome?",190,16,0.3438,0.4582,5,1,10,1.043,0.1836,0.4285,0.1993,0.4006,0,0
"After finishing her kite-flying and starting the solitary walk toward the distant house, what pattern is on the dress the girl is wearing?",215,16,0.3438,0.4227,4,3,9,0.8698,0.1811,0.4256,0.0261,0.1636,0,0
"When the bikini-clad woman poses on the outdoor pool table and the man readies his trick shot, what object is clasped between her toes, and what objects does the man arrange along the table’s edge?",189,16,0.3438,0.2318,0,11,5,1.0355,0.09129,0.3021,0.1917,0.3571,0,0
What lawn-care device is pushed over the grass right after the person finishes raking debris from the lawn?,209,16,0.3125,0.4635,5,0,11,1.2421,0.38815,0.623,0.4296,0.8059,0,0
"Earlier in the video, before a hand later lifts the white video-game controller from the floor, on what piece of furniture was that controller originally shown resting?",177,16,0.3125,0.4285,4,2,10,1.0837,0.34884,0.5906,0.2712,0.6667,0,0
"After the welder finishes fusing the metal frames, which handheld tool does the next person use to inspect the joints?",202,16,0.3125,0.4635,5,0,11,1.2203,0.33032,0.5747,0.4078,0.87,0,0
"After the man in the green top launches the kite on the beach, what color shirt is worn by the individual who later takes over its control?",197,16,0.3125,0.4635,5,0,11,0.8619,0.29031,0.5388,0.0494,0.4714,0,0
"After the red-shirted archer releases his shot and the scene cuts to three indoor targets, which labeled target ends up with most of the arrows?",219,16,0.3125,0.4635,5,0,11,1.064,0.27616,0.5255,0.2515,0.4762,0,0
